Unnamed: 0,Keyword,Score,Acc.,Bias,Sepcificity,class
2,beach,2.562,0.7272727272727273,S,-0.6406,0
4,seagull,2.469,0.6,S,-2.406,1
8,boat,2.031,0.8181818181818182,S,-0.703,2
3,water,1.25,0.6829268292682927,S,-0.5,3
10,lake,1.047,0.7777777777777778,S,-1.047,3
13,sunset,1.047,0.75,S,-0.04688,4
11,sky,0.4688,0.7333333333333333,S,-0.2031,5
