Unnamed: 0,Keyword,Score,Acc.,Bias
16,man,1.219,0.3823529411764705,S
6,player,0.4219,0.2564102564102564,S
10,comedy,0.1719,0.8815331010452961,S
15,artist,0.1562,0.7241379310344828,S
1,person,0.1562,0.8074935400516796,S
4,film,0.125,0.8838383838383839,S
0,actor,0.1094,0.8851063829787233,S
11,love,0.0625,0.8993288590604027,M
9,face,0.03125,0.8669354838709677,S
2,hair,0.01563,0.9040284360189572,M
